ID,Date,Service,Company,Parent,Location,Amount,Contract_ID,Text,Link
165,2/28/2014,NAVY,"Federal Staffing Resources LLC.*, Annapolis, Md. (N62645-14-D-5013); Loyal Source Government Services*, Orlando, Fla.(N62645-14-D-5014); MedTrust LLC.*, San Antonio, Texas (N62645-14-D-5015); Rao Radiologists Inc.*, Gaithersburg, Md. (N62645-14-D-5016)",Multiple,Multiple,"$152,250,696 ",N62645-14-D-5013,"Federal Staffing Resources LLC.*, Annapolis, Md. (N62645-14-D-5013); Loyal Source Government Services*, Orlando, Fla.(N62645-14-D-5014); MedTrust LLC.*, San Antonio, Texas (N62645-14-D-5015); Rao Radiologists Inc.*, Gaithersburg, Md. (N62645-14-D-5016), are each being awarded a 39-month, firm-fixed-price, indefinite-delivery/indefinite-quantity, multiple award task order contract for various nursing services that include the labor bands of advanced practice nurse and nursing. ·The aggregate not-to-exceed amount for these multiple award contracts combined is $152,250,696. ·The four companies will have the opportunity to bid on each individual task order as they are issued. ·Work will be performed at the following Military Treatment Facilities in the Northeastern Region of the United States: ·Naval Medical Center Portsmouth, Va. and its affiliated clinics (86 percent); Naval Health Clinic Quantico, Va. (4 percent); Naval Health Clinic Annapolis, Md. (2 percent) ; Naval Health Clinic Great Lakes, Ill. (2 percent); Naval Health Clinic Patuxent River, Md. (1 percent); Naval Health Clinic Newport, R.I. (1 percent); Naval Branch Health Clinic Groton, Conn. (1 percent); Naval Branch Health Clinic Portsmouth, N.H. (1 percent); Naval Branch Health Clinic Saratoga Springs, N.Y. (1 percent); and any associated branch clinics in the Northeast Region of the United States (1 percent), and work is expected to be completed Sept. 30, 2017. ·Fiscal 2014 Defense health program funds in the aggregate amount of $20,000 will be obligated at the time of award, and the funds will expire at the end of the current fiscal year. ·Funding is predominantly from the Defense Health Program; however, other funding initiatives such as psychological health/traumatic brain injury, overseas contingency operations and wounded, ill, and injured may be used. ·These are all one-year funding types. ·These contracts were solicited via a multiple award electronic request for proposals as a 100 percent small business set-aside, with 50 offers received. ·The Naval Medical Logistics Command, Fort Detrick, Md., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
166,2/28/2014,NAVY,NVE Inc.*,NVE Inc.,Herndon Va.,"$77,324,605 ",N40080-14-D-2010,"NVE Inc.*, Herndon, Va., is being awarded a $14,858,122 firm-fixed-price, indefinite-delivery/indefinite-quantity contract for janitorial services at Naval Support Activity Bethesda. The work to be performed provides for all labor, supervision, management, tools, materials, equipment, facilities, transportation, and incidental engineering and other items necessary to provide janitorial services. The maximum dollar value including the base period and four option years is $77,324,605. Work will be performed in Bethesda, Md., and is expected to be completed by March 2015. Fiscal 2014 operations and maintenance, Navy; fiscal 2014 working capital funds, Defense; and fiscal 2014 health program, Defense contract funds in the amount of $1,619,093 are obligated on this award and will expire at the end of the current fiscal year. This contract was competitively procured via the Navy Electronic Commerce Online website, with seven proposals received. The Naval Facilities Command, Washington, Washington, D.C., is the contracting activity (N40080-14-D-2010).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
167,2/28/2014,NAVY,Rolls-Royce Corp.,Rolls-Royce Plc,Indianapolis Ind.,"$54,305,623 ",N00019-14-D-0007,"Rolls-Royce Corp., Indianapolis, Ind., is being awarded a $54,305,623 firm-fixed-price, indefinite-delivery/indefinite-quantity contract for depot level repair of engines, propellers and other propulsion system components for 50 KC-130 aircraft for the U.S. Marine Corps (47) and the government of Kuwait (3). Work will be performed in Indianapolis, Ind. (92 percent), Al Mubarak, Kuwait (2.1 percent); various locations in Japan (2 percent); Cherry Point. N.C. (1.3 percent); Miramar, Calif. (1.3 percent); and Fort Worth, Texas (1.3 percent), and is expected to be completed in February 2015. Fiscal 2014 operations and maintenance, Navy funds in the amount of $24,517,676 are being obligated on this award, all of which will expire at the end of the current fiscal year. This contract was not competitively procured pursuant to FAR 6.302-1. This contract combines purchases for the U.S. Marines Corps ($50,163,909; 92 percent) and the Government of Kuwait ($4,141,714; 8 percent) under the Foreign Military Sales program. The Naval Air Systems Command, Patuxent River, Md., is the contracting activity (N00019-14-D-0007).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
168,2/28/2014,NAVY,The Boeing Co.,Boeing Co.,St. Louis Mo.,"$22,401,663 ",N00019-11-G-0001,"The Boeing Co., St. Louis, Mo., is being awarded $22,401,663 for cost-plus-fixed-fee, delivery order 0166 against a previously issued basic ordering agreement (N00019-11-G-0001) for supplies and services to support follow-on test and evaluation of the F/-18 E/F and EA-18G aircraft. Work will be performed at the Naval Air Station Patuxent River, Md. (76 percent), St. Louis, Mo. (22 percent), El Segundo, Calif. (1 percent), and Bethpage, N.Y. (1 percent) and is expected to be completed in January 2015. Fiscal 2014 aircraft procurement, Navy funds in the amount of $22,401,663 will be obligated at time of award, none of which will expire at the end of the current fiscal year. The Naval Air Systems Command, Patuxent River, Md., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
169,2/28/2014,NAVY,General Dynamics Electric Boat Corp.,General Dynamics Corp.,Groton Conn.,"$19,898,974 ",N00024-11-C-2109,"General Dynamics Electric Boat Corp., Groton, Conn., is being awarded a $19,898,974 modification to previously awarded contract (N00024-11-C-2109) for engineering and technical design services to support advanced submarine technology research and development (R&D;) for current and future submarine platforms. Advanced submarine R&D; includes studies to support the manufacturability, maintainability, producibility, reliability, manning, survivability, hull integrity, performance, structural, weight/margin, stability, arrangements, machinery systems, acoustics, hydrodynamics, ship control, logistics, human factors, materials, weapons handling and stowage, submarine safety, and affordability. The program also supports near term insertion of Virginia class technology; identification of Ohio class replacement technology options; future submarine concepts; and core technologies. Work will be performed in Groton, Conn., and is expected to be completed by October 2014. Fiscal 2014 research, development, test and evaluation contract funds in the amount of $249,400 will be obligated at time of award and will not expire at the end of the fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
170,2/28/2014,NAVY,Airborne Systems Ltd.,Airborne Systems Ltd.,Bridgend United Kingdom,"$17,976,844 ",N00164-13-G-WM55,"Airborne Systems Ltd., Bridgend, United Kingdom, is being awarded a $17,976,844 firm-fixed-price job order to previously awarded basic ordering agreement (N00164-13-G-WM55-0003) for the procurement of components in support of the MK 59 Mod 0 Decoy Launch System (DLS). The MK 59 DLS is a deck-mounted countermeasure system that is used to launch an advanced inflatable radar decoy cartridge to confuse hostile tracking and homing associated with anti-ship missiles by simulating the radar cross section of the ship. Work will be performed in Bridgend, United Kingdom, and is expected to be completed by December 2015. Fiscal 2014 other procurement, Navy funding in the amount of $17,976,844 will be obligated at time of award. Contract funds will not expire at the end of the current fiscal year. The Naval Surface Warfare Center, Crane, Ind., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
171,2/28/2014,NAVY,Electric Boat Corp.,General Dynamics Corp.,Groton Conn.,"$15,978,977 ",N00024-13-C-2128,"Electric Boat Corp., Groton, Conn., is being awarded a $15,978,977 cost-plus-fixed-fee modification to previously awarded contract (N00024-13-C-2128) for procurement of missile tube long-lead-time material in support of the Ohio Class Replacement Program. The contractor will be designing and manufacturing hardware to support the manufacture of the common missile compartment. This contract combines purchases for the government of the United Kingdom (67 percent) and the U.S. Navy (37 percent) under the Foreign Military Sales (FMS) Program. Work will be performed in Groton, Conn., and is scheduled to be completed by February 2016. FMS and fiscal 2014 research, development, test and evaluation funding in the amount of $15,978,977 will be obligated at time of award and will not expire at the end of the current fiscal year. Supervisor of Shipbuilding Conversion and Repair, Groton, Conn., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
172,2/28/2014,NAVY,Lockheed Martin Corp.,Lockheed Martin Corp.,Baltimore Md.,"$10,798,739 ",N00024-11-C-2300,"Lockheed Martin Corp., Baltimore, Md., is being awarded a $10,798,739 modification to previously awarded contract (N00024-11-C-2300) to exercise an option for post-delivery support for the USS Milwaukee (LCS 5). Lockheed Martin will perform the planning and implementation of deferred design changes that have been identified during the construction period. Work will be performed in Marinette, Wis. (57 percent); Hampton, Va. (14 percent); Moorestown, N.J. (11 percent); San Diego, Calif. (11 percent); and Washington, D.C. (7 percent), and is expected to be completed by October 2015. Fiscal 2010 shipbuilding and conversion, Navy funding in the amount of $10,798,739 will be obligated at time of award. Contract funds will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
173,2/28/2014,NAVY,Allen & Shariff*,Allen & Shariff Corp.,Columbia Md.,"$8,895,680 ",N40080-10-D-0496,"Allen & Shariff*, Columbia, Md., is being awarded $8,895,680 for firm-fixed-price task order 0027 under a previously awarded multiple award construction contract (N40080-10-D-0496) for the repair of chillers and air handlers, installation of ventilation in corridors and installation of an elevator in building 15 at the Marine Corps Base, Quantico. The work to be performed provides for an addition of a hydraulic elevator with new elevator structure to support the elevator function. The addition of a corridor structure connecting the A-4 and C-3 wings to the elevator. The replacement of the bedroom and stairwell doors and fire rated doors and the replacement of stair handrails and fire alarm system and the complete replacement of the mechanical equipment in the building with the exception of gas fired boilers. Work will be performed in Quantico, Va., and is expected to be completed by May 2016. Fiscal 2014 operation and maintenance, Navy contract funds in the amount of $8,895,680 are being obligated on this award and will expire at the end of the current fiscal year. Five proposals were received for this task order. The Naval Facilities Engineering Command Washington, Washington, D.C., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
174,2/28/2014,NAVY,Rolls-Royce Corp.,Rolls-Royce Plc,Indianapolis Ind.,"$8,021,387 ",N00019-10-C-0020,"Rolls-Royce Corp., Indianapolis, Ind., is being awarded an $8,021,387 modification to a previously awarded firm-fixed-price contract (N00019-10-C-0020) for the procurement of 11 low power CV-22 repairs under the Mission Care?‰Û contract. Work will be performed in Oakland, Calif. (70 percent) and Indianapolis, Ind. (30 percent), and is expected to be completed in February 2015. Fiscal 2014 operations and maintenance, Air Force funds in the amount of $8,021,387 are being obligated on this award, all of which will expire at the end of the current fiscal year. The Naval Air Systems Command, Patuxent River, Md., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
